"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","annotation","protein_id","deleteok","gen_acr","old_locus","Description","GO.IDs","GO.Names","Enzyme.Codes","Enzyme.Names","InterPro.IDs","InterPro.GO.IDs","InterPro.GO.Names"
"11","NIS_RS00055",3121.96284189023,-1.0560201546677,0.344268666502401,-3.06743034559706,0.00215907773167765,0.0074999573315868,8,"  succinate dehydrogenase/fumarate reductase iron-sulfur subunit","  WP_011979554.1"," transl_table 11"," ","NIS_0010","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","P:GO:0006099; F:GO:0008177; F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537; F:GO:0051538; F:GO:0051539","P:tricarboxylic acid cycle; F:succinate dehydrogenase (ubiquinone) activity; F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:2 iron, 2 sulfur cluster binding; F:3 iron, 4 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding","EC:1.3.5.1","Succinate dehydrogenase (quinone)",NA,NA,NA
"12","NIS_RS00060",1730.33973674681,-0.694548768962542,0.377790232198665,-1.83845083797007,0.0659959997803361,0.125478452607407,9,"  Crp/Fnr family transcriptional regulator","  WP_011979555.1"," transl_table 11"," ","NIS_0011","Crp/Fnr family transcriptional regulator","F:GO:0003677; P:GO:0006355; F:GO:0016301; P:GO:0016310","F:DNA binding; P:regulation of transcription, DNA-templated; F:kinase activity; P:phosphorylation","","",NA,NA,NA
"13","NIS_RS00065",5769.19622511827,0.559954959590052,0.438122180371451,1.27807945974182,0.201221410531287,0.305815043974076,10,"  YfdX family protein","  WP_011979556.1"," transl_table 11"," ","NIS_0012","YfdX family protein","","","","",NA,NA,NA
"14","NIS_RS00070",2784.94152115171,0.267297133413906,0.491337784294079,0.544019088208208,0.586428337508764,0.688219512206672,11,"  DUF1931 family protein","  WP_011979557.1"," transl_table 11"," ","NIS_0013","DUF1931 family protein","F:GO:0046982","F:protein heterodimerization activity","","",NA,NA,NA
"15","NIS_RS00075",2765.74989781975,0.0170539918565809,0.461589767863002,0.0369462086118913,0.970527895734267,0.982632478905076,12,"  DUF308 domain-containing protein","  WP_011979558.1"," transl_table 11"," ","NIS_0014","Uncharacterized membrane protein HdeD, DUF308 family","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"16","NIS_RS00080",4577.63431742254,0.45938319529746,0.523750351635814,0.877103363964685,0.380430497700151,0.499756509246684,13,"  DUF505 domain-containing protein","  WP_011979559.1"," transl_table 11"," ","NIS_0015","DUF505 domain-containing protein","","","","",NA,NA,NA
"17","NIS_RS00085",16402.3881811669,-0.535012157705755,0.512059447663776,-1.04482430730787,0.296104178381918,0.411059829975178,14,"  peroxiredoxin","  WP_011979560.1"," transl_table 11"," ","NIS_0016","alkyl hydroperoxide reductase","F:GO:0004601; C:GO:0005623; C:GO:0005737; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869","F:peroxidase activity; C:cell; C:cytoplasm; P:cell redox homeostasis; F:peroxiredoxin activity; P:oxidation-reduction process; P:cellular oxidant detoxification","EC:1.11.1.15; EC:1.11.1.7","Peroxiredoxin; Peroxidase",NA,NA,NA
"18","NIS_RS00090",1578.6371093269,-2.2571421023019,0.300832499252659,-7.50298623954923,6.23801031322097e-14,7.72343651905672e-12,15,"  hypothetical protein","  WP_011979561.1"," transl_table 11"," ","NIS_0017","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"19","NIS_RS00095",158.265993398599,-1.29088923088653,0.443721378637456,-2.90923379633068,0.00362315797680819,0.0114054830110837,16,"  ABC transporter ATP-binding protein","  WP_011979562.1"," transl_table 11"," ","NIS_0018","ABC transporter ATP-binding protein","F:GO:0005524; F:GO:0016887","F:ATP binding; F:ATPase activity","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase",NA,NA,NA
"20","NIS_RS00100",359.798486544612,-1.18564181543251,0.368970897325828,-3.21337488681526,0.00131184938197637,0.00497849353581455,17,"  ABC transporter permease subunit","  WP_197524227.1"," transl_table 11"," ","NIS_0019","ABC transporter permease subunit","C:GO:0005886; C:GO:0016021; P:GO:0055085","C:plasma membrane; C:integral component of membrane; P:transmembrane transport","","",NA,NA,NA
"21","NIS_RS00105",2266.09973935386,-1.22047538001238,0.347014491598499,-3.51707323342705,0.000436333379127853,0.00193372801801404,1512,"  molybdate ABC transporter substrate-binding protein","  WP_148164044.1"," transl_table 11","  modA","NIS_0020","molybdate ABC transporter substrate-binding protein","P:GO:0015689; F:GO:0046872","P:molybdate ion transport; F:metal ion binding","","",NA,NA,NA
"22","NIS_RS00110",16260.4440680152,1.22125601174295,0.457954461079568,2.6667629983645,0.00765856582780097,0.0212487659732125,18,"  hypothetical protein","  WP_041353940.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","NIS_RS00115",9415.44016907377,2.19577587236004,0.462869885370661,4.74382961985459,2.09715256244457e-06,1.9596505783975e-05,19,"  gluconate 2-dehydrogenase subunit 3 family protein","  WP_011979565.1"," transl_table 11"," ","NIS_0021","gluconate 2-dehydrogenase subunit 3 family protein","","","","",NA,NA,NA
"24","NIS_RS00120",8376.02502210738,2.56920760619545,0.552606108543246,4.64925661601583,3.33133528329588e-06,2.98614262271907e-05,20,"  GMC family oxidoreductase","  WP_011979566.1"," transl_table 11"," ","NIS_0022","GMC family oxidoreductase","F:GO:0016614; F:GO:0050660; P:GO:0055114","F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding; P:oxidation-reduction process","","",NA,NA,NA
"25","NIS_RS00125",238.282221770091,1.81586816826822,0.400077681031401,4.53878897614811,5.65782207766805e-06,4.70930484700017e-05,21,"  metal ABC transporter permease","  WP_011979567.1"," transl_table 11"," ","NIS_0023","manganese transporter","C:GO:0005887; F:GO:0042626; C:GO:0043190; P:GO:0055085","C:integral component of plasma membrane; F:ATPase-coupled transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport","","",NA,NA,NA
"26","NIS_RS00130",187.235473599975,-0.128338095132058,0.573269676117049,-0.223870371098879,0.822858171051678,0.873102322899504,22,"  zinc ABC transporter substrate-binding protein","  WP_011979568.1"," transl_table 11"," ","NIS_0024","metal ABC transporter substrate-binding protein","P:GO:0007155; P:GO:0030001; F:GO:0046872","P:cell adhesion; P:metal ion transport; F:metal ion binding","","",NA,NA,NA
"27","NIS_RS00135",488.999232284807,0.334797360369951,0.554039306686838,0.604284490882142,0.545654515705632,0.654671853871488,23,"  hypothetical protein","  WP_011979569.1"," transl_table 11"," ","NIS_0025","zinc-regulated TonB-dependent outer membrane receptor","","","","",NA,NA,NA
"28","NIS_RS00140",648.91645326845,1.66374831854237,0.491482396654173,3.38516359867319,0.000711358436031234,0.00288770709380712,24,"  arsenic transporter","  WP_011979570.1"," transl_table 11"," ","NIS_0026","arsenic transporter","C:GO:0005886; F:GO:0015105; P:GO:0015700; C:GO:0016021; P:GO:0046685","C:plasma membrane; F:arsenite transmembrane transporter activity; P:arsenite transport; C:integral component of membrane; P:response to arsenic-containing substance","","",NA,NA,NA
"29","NIS_RS00145",2011.9422730294,2.16982864055054,0.338165848457392,6.41646295877785,1.39476866252978e-10,4.55460043927052e-09,25,"  permease","  WP_011979571.1"," transl_table 11"," ","NIS_0027","permease","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"30","NIS_RS00150",1040.16601251252,1.76157684805893,0.43261570413468,4.07192071675357,4.66270514428826e-05,0.000286857729529039,26,"  TM0996/MTH895 family glutaredoxin-like protein","  WP_011979572.1"," transl_table 11"," ","NIS_0028","thioredoxin family protein","","","","",NA,NA,NA
"31","NIS_RS00155",1952.54020352391,1.37725772233653,0.473875996917729,2.90636734355557,0.00365651904842895,0.0114613358147749,27,"  arsenate reductase ArsC","  WP_011979573.1"," transl_table 11"," ","NIS_0029","arsenate reductase ArsC","F:GO:0004725; F:GO:0008794; P:GO:0035335; P:GO:0055114","F:protein tyrosine phosphatase activity; F:arsenate reductase (glutaredoxin) activity; P:peptidyl-tyrosine dephosphorylation; P:oxidation-reduction process","EC:1.20.4.1; EC:3.1.3.16; EC:3.1.3.48; EC:1.20.4","Arsenate reductase (glutaredoxin); Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase; Acting on phosphorus or arsenic in donors",NA,NA,NA
"32","NIS_RS00160",2875.3144807492,1.10816310844508,0.532185341390258,2.08228792162926,0.0373161784970122,0.0800036251110187,28,"  winged helix-turn-helix transcriptional regulator","  WP_011979574.1"," transl_table 11"," ","NIS_0030","winged helix-turn-helix transcriptional regulator","F:GO:0003700; P:GO:0006355","F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated","","",NA,NA,NA
"33","NIS_RS00165",1559.07729606473,0.240624624878344,0.40829627490661,0.589338281211071,0.555634369831042,0.66453763668048,1513,"  Na+/H+ antiporter NhaA","  WP_011979575.1"," transl_table 11","  nhaA","NIS_0031","Na+/H+ antiporter NhaA","C:GO:0005886; P:GO:0006885; F:GO:0015081; F:GO:0015297; C:GO:0016021; P:GO:0035725","C:plasma membrane; P:regulation of pH; F:sodium ion transmembrane transporter activity; F:antiporter activity; C:integral component of membrane; P:sodium ion transmembrane transport","","",NA,NA,NA
"34","NIS_RS00170",2358.05365513775,1.82465534925073,0.540356659597223,3.37676110184486,0.000733447227518563,0.00296522236268219,29,"  NAD(P)/FAD-dependent oxidoreductase","  WP_011979576.1"," transl_table 11"," ","NIS_0032","NAD(P)/FAD-dependent oxidoreductase","F:GO:0016491; F:GO:0050660; P:GO:0055114","F:oxidoreductase activity; F:flavin adenine dinucleotide binding; P:oxidation-reduction process","","",NA,NA,NA
"35","NIS_RS00175",437.127983279629,1.94075341029523,0.553976572341385,3.50331314931356,0.000459508911098391,0.00202736559662787,30,"  Rieske 2Fe-2S domain-containing protein","  WP_011979577.1"," transl_table 11"," ","NIS_0033","sulfur oxidation protein","F:GO:0016679; F:GO:0051537; P:GO:0055114","F:oxidoreductase activity, acting on diphenols and related substances as donors; F:2 iron, 2 sulfur cluster binding; P:oxidation-reduction process","","",NA,NA,NA
"36","NIS_RS00180",256.189546297657,2.30714953244117,0.573521651578588,4.02277669219787,5.75160236536722e-05,0.000339104889458109,31,"  thiosulfate oxidation carrier protein SoxY","  WP_011979578.1"," transl_table 11"," ","NIS_0034","sulfur oxidation protein SoxY","F:GO:0005506; F:GO:0016491; P:GO:0055114","F:iron ion binding; F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"37","NIS_RS00185",133.5283845928,1.5708845404834,0.580532254709253,2.70593843449775,0.0068111671999712,0.0193537903184888,32,"  thiosulfate oxidation carrier complex protein SoxZ","  WP_011979579.1"," transl_table 11"," ","NIS_0035","thiosulfate oxidation carrier complex protein SoxZ","","","","",NA,NA,NA
"38","NIS_RS00190",227.513109302975,1.12984247385041,0.504544310315944,2.23933250410237,0.0251342894695701,0.0574290973924087,33,"  hypothetical protein","  WP_148164046.1"," transl_table 11"," ","NIS_0036","hypothetical protein","F:GO:0005506; F:GO:0009055; F:GO:0020037; P:GO:0022900","F:iron ion binding; F:electron transfer activity; F:heme binding; P:electron transport chain","","",NA,NA,NA
"39","NIS_RS00195",532.974102134758,-1.24017350651593,0.291113701927898,-4.26010008564658,2.04335383258653e-05,0.000141041252346827,34,"  NERD domain-containing protein","  WP_011979581.1"," transl_table 11"," ","NIS_0037","DUF2075 domain-containing protein","F:GO:0003677; F:GO:0003678; F:GO:0005524; P:GO:0032508","F:DNA binding; F:DNA helicase activity; F:ATP binding; P:DNA duplex unwinding","EC:3.6.1.3; EC:3.6.4.12; EC:3.6.1.15","Adenosinetriphosphatase; DNA helicase; Nucleoside-triphosphate phosphatase",NA,NA,NA
"40","NIS_RS00200",1058.17802202202,-1.45973512316915,0.335531028304202,-4.35052200849132,1.3581382210914e-05,9.81924020431409e-05,35,"  DUF309 domain-containing protein","  WP_011979582.1"," transl_table 11"," ","NIS_0038","DUF309 domain-containing protein","","","","",NA,NA,NA
"41","NIS_RS00205",1051.4701367533,-0.946551418588001,0.363950839048863,-2.6007672384042,0.00930155407315173,0.0246457137077255,36,"  SagB family peptide dehydrogenase","  WP_197524228.1"," transl_table 11"," ","NIS_0039","SagB/ThcOx family dehydrogenase","F:GO:0016491; P:GO:0055114","F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"42","NIS_RS00210",999.301311543132,-1.19380832946827,0.315688389022623,-3.78160354001084,0.000155821386542915,0.000801771861666271,37,"  hypothetical protein","  WP_011979584.1"," transl_table 11"," ","NIS_0040","hypothetical protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"43","NIS_RS00215",359.734419715839,0.990400588057319,0.324586396597028,3.05126954931169,0.00227875900702282,0.00785082016158645,38,"  YeeE/YedE family protein","  WP_011979585.1"," transl_table 11"," ","NIS_0041","YeeE/YedE family protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"44","NIS_RS00220",218.284532218971,1.21694892511867,0.349571278572712,3.48126118967046,0.000499058583025103,0.00216331521438234,39,"  YeeE/YedE family protein","  WP_011979586.1"," transl_table 11"," ","NIS_0042","YeeE/YedE family protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"45","NIS_RS00225",13931.6323248327,0.021202413461822,0.298204641512445,0.0711002127743111,0.943317998831646,0.962757833944096,1514,"  phosphoenolpyruvate carboxykinase (ATP)","  WP_011979587.1"," transl_table 11","  pckA","NIS_0043","phosphoenolpyruvate carboxykinase (ATP)","F:GO:0004612; F:GO:0005524; C:GO:0005737; P:GO:0006094; F:GO:0016301; P:GO:0016310; F:GO:0046872","F:phosphoenolpyruvate carboxykinase (ATP) activity; F:ATP binding; C:cytoplasm; P:gluconeogenesis; F:kinase activity; P:phosphorylation; F:metal ion binding","EC:4.1.1.49; EC:4.1.1.32","Phosphoenolpyruvate carboxykinase (ATP); Phosphoenolpyruvate carboxykinase (GTP)",NA,NA,NA
"46","NIS_RS00230",3154.80233057778,-1.03204068464726,0.328514836402307,-3.14153447664506,0.00168065020337264,0.00617693516304489,40,"  ferredoxin-thioredoxin reductase","  WP_197524229.1"," transl_table 11"," ","NIS_0044","ferredoxin-thioredoxin reductase","F:GO:0016730; P:GO:0055114","F:oxidoreductase activity, acting on iron-sulfur proteins as donors; P:oxidation-reduction process","","",NA,NA,NA
"47","NIS_RS00235",198.209207514956,0.485126374697185,0.46539531904254,1.04239633457259,0.297227965191287,0.412330951711443,41,"  protein-L-isoaspartate(D-aspartate) O-methyltransferase","  WP_011979589.1"," transl_table 11"," ","NIS_0045","protein-L-isoaspartate(D-aspartate) O-methyltransferase","F:GO:0004719; P:GO:0006479","F:protein-L-isoaspartate (D-aspartate) O-methyltransferase activity; P:protein methylation","EC:2.1.1.77","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",NA,NA,NA
"48","NIS_RS00240",748.675927663871,0.908926543835273,0.348042565974184,2.61153845160046,0.00901358510340896,0.0241530902110838,42,"  carbon-nitrogen hydrolase family protein","  WP_011979590.1"," transl_table 11"," ","NIS_0046","carbon-nitrogen hydrolase family protein","P:GO:0006807; F:GO:0016787","P:nitrogen compound metabolic process; F:hydrolase activity","","",NA,NA,NA
"49","NIS_RS00245",4420.27581007079,0.843767207373951,0.321849464423336,2.62162066631288,0.00875127763833774,0.0237158426833749,43,"  ribonucleotide-diphosphate reductase subunit beta","  WP_011979591.1"," transl_table 11"," ","NIS_0047","ribonucleotide-diphosphate reductase subunit beta","F:GO:0004748; P:GO:0006260; P:GO:0009263; F:GO:0046872; P:GO:0055114","F:ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor; P:DNA replication; P:deoxyribonucleotide biosynthetic process; F:metal ion binding; P:oxidation-reduction process","EC:1.17.4; EC:1.17.4.1","Acting on CH or CH(2) groups; Ribonucleoside-diphosphate reductase",NA,NA,NA
"50","NIS_RS00250",299.690864847379,-1.29112114604208,0.328861736956373,-3.9260303068136,8.63592792979229e-05,0.000479209334143376,44,"  LOG family protein","  WP_041353941.1"," transl_table 11"," ","NIS_0048",NA,NA,NA,NA,NA,NA,NA,NA
"51","NIS_RS00255",1285.91439962666,0.525986587714323,0.320108319190783,1.64315188384978,0.100351512292292,0.17585819425976,45,"  antibiotic biosynthesis monooxygenase","  WP_041353942.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","NIS_RS00260",11059.1609134405,1.5439267616933,0.364166712184998,4.23961529166066,2.23903175655715e-05,0.000151619694995022,46,"  hypothetical protein","  WP_011979592.1"," transl_table 11"," ","NIS_0049","hypothetical protein","","","","",NA,NA,NA
"53","NIS_RS00265",245.326184694614,1.18088063219701,0.389867775018252,3.02892597917774,0.00245424807451206,0.00832511204727464,47,"  SDR family NAD(P)-dependent oxidoreductase","  WP_011979593.1"," transl_table 11"," ","NIS_0050","SDR family oxidoreductase","F:GO:0016491; P:GO:0055114","F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"54","NIS_RS00270",245.05895539401,1.00655679827815,0.399849612492926,2.51733843632513,0.0118245186474889,0.0301471961913455,1515,"  peptide-methionine (R)-S-oxide reductase MsrB","  WP_148164048.1"," transl_table 11","  msrB","NIS_0051","peptide-methionine (R)-S-oxide reductase","P:GO:0006979; F:GO:0008270; P:GO:0030091; F:GO:0033743; P:GO:0055114","P:response to oxidative stress; F:zinc ion binding; P:protein repair; F:peptide-methionine (R)-S-oxide reductase activity; P:oxidation-reduction process","EC:1.8.4.12","Peptide-methionine (R)-S-oxide reductase",NA,NA,NA
"55","NIS_RS00275",716.948876292565,0.356165558773961,0.341840664209982,1.0419051799969,0.297455642301996,0.412358031770647,48,"  O-acetyl-ADP-ribose deacetylase","  WP_011979595.1"," transl_table 11"," ","NIS_0052","O-acetyl-ADP-ribose deacetylase","","","","",NA,NA,NA
"56","NIS_RS00280",5622.20770702652,1.205910099126,0.300220779564463,4.01674428024418,5.90076941792176e-05,0.000345840953162811,49,"  ribonucleoside-diphosphate reductase subunit alpha","  WP_011979596.1"," transl_table 11"," ","NIS_0053","ribonucleoside-diphosphate reductase subunit alpha","F:GO:0004748; F:GO:0005524; P:GO:0006260; P:GO:0055114","F:ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor; F:ATP binding; P:DNA replication; P:oxidation-reduction process","EC:1.17.4; EC:1.17.4.1","Acting on CH or CH(2) groups; Ribonucleoside-diphosphate reductase",NA,NA,NA
"57","NIS_RS00285",11894.3060289672,0.618675322605774,0.294899553928244,2.09791881460869,0.0359123176772549,0.0776662678151114,50,"  adenylosuccinate lyase","  WP_011979597.1"," transl_table 11"," ","NIS_0054","adenylosuccinate lyase","F:GO:0004018; P:GO:0006189; P:GO:0044208; F:GO:0070626","F:N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity; P:'de novo' IMP biosynthetic process; P:'de novo' AMP biosynthetic process; F:(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity","EC:4.3.2.2","Adenylosuccinate lyase",NA,NA,NA
"58","NIS_RS00290",231.873149666904,-0.669463657751128,0.339512255726212,-1.971839444556,0.0486279378973891,0.0984741449661663,51,"  RluA family pseudouridine synthase","  WP_197524230.1"," transl_table 11"," ","NIS_0055","RNA pseudouridine synthase","P:GO:0001522; F:GO:0003723; F:GO:0004730; F:GO:0009982","P:pseudouridine synthesis; F:RNA binding; F:pseudouridylate synthase activity; F:pseudouridine synthase activity","EC:4.2.1.70","Pseudouridylate synthase",NA,NA,NA
"59","NIS_RS00295",521.969929042168,0.873098714507795,0.363392336743577,2.40263380987004,0.0162774781703395,0.039908025068617,52,"  D-isomer specific 2-hydroxyacid dehydrogenase catalytic component","  WP_011979599.1"," transl_table 11"," ","NIS_0056","D-lactate dehydrogenase","F:GO:0016616; F:GO:0051287; P:GO:0055114","F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:NAD binding; P:oxidation-reduction process","","",NA,NA,NA
"60","NIS_RS00300",898.803261542739,1.12873471314004,0.318608457725053,3.54270166335036,0.000396050477219282,0.00178718905551571,1516,"  23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN","  WP_011979600.1"," transl_table 11","  rlmN","NIS_0057","23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN","F:GO:0000049; F:GO:0002935; C:GO:0005737; F:GO:0019843; P:GO:0030488; F:GO:0046872; F:GO:0051539; F:GO:0070040; P:GO:0070475","F:tRNA binding; F:tRNA (adenine-C2-)-methyltransferase activity; C:cytoplasm; F:rRNA binding; P:tRNA methylation; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; F:rRNA (adenine-C2-)-methyltransferase activity; P:rRNA base methylation","EC:2.1.1.192","23S rRNA (adenine(2503)-C(2))-methyltransferase",NA,NA,NA
"61","NIS_RS00305",645.509809160741,1.52592332124864,0.296082379690741,5.15371202718133,2.55380022506418e-07,3.14228462475289e-06,53,"  purine-nucleoside phosphorylase","  WP_011979601.1"," transl_table 11"," ","NIS_0058","purine-nucleoside phosphorylase","F:GO:0003824; P:GO:0009116","F:catalytic activity; P:nucleoside metabolic process","","",NA,NA,NA
"62","NIS_RS00310",872.820219914547,0.863498052266648,0.30909318544094,2.79364959481335,0.00521169173911451,0.0155487369505811,1517,"  imidazole glycerol phosphate synthase subunit HisF","  WP_011979602.1"," transl_table 11","  hisF","NIS_0059","imidazole glycerol phosphate synthase subunit HisF","P:GO:0000105; F:GO:0000107; C:GO:0005737; F:GO:0016829","P:histidine biosynthetic process; F:imidazoleglycerol-phosphate synthase activity; C:cytoplasm; F:lyase activity","","",NA,NA,NA
"63","NIS_RS00315",431.496108896319,-0.995006166218086,0.295338259691689,-3.36903917310543,0.000754307076446623,0.0030309986175269,54,"  endonuclease III","  WP_011979603.1"," transl_table 11"," ","NIS_0060","endonuclease III","F:GO:0003677; F:GO:0004519; P:GO:0006284; F:GO:0016829; P:GO:0090305","F:DNA binding; F:endonuclease activity; P:base-excision repair; F:lyase activity; P:nucleic acid phosphodiester bond hydrolysis","","",NA,NA,NA
"64","NIS_RS00320",12054.0929388175,-0.356950684959463,0.327526957293389,-1.08983604863925,0.275785371343124,0.388019048743415,1518,"  16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA","  WP_011979604.1"," transl_table 11","  rsmA","NIS_0061","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA","P:GO:0000154; F:GO:0008170; F:GO:0016433; P:GO:0032259","P:rRNA modification; F:N-methyltransferase activity; F:rRNA (adenine) methyltransferase activity; P:methylation","","",NA,NA,NA
