"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","annotation","protein_id","deleteok","gen_acr","old_locus","Description","GO.IDs","GO.Names","Enzyme.Codes","Enzyme.Names","InterPro.IDs","InterPro.GO.IDs","InterPro.GO.Names"
"70","NIS_RS00350",9337.36134809646,1.16894499566817,0.375378876693165,3.11404042221498,0.00184544205172587,0.00657521709436861,60,"  hypothetical protein","  WP_011979610.1"," transl_table 11"," ","NIS_0067","long-chain fatty acid transport protein","","","","",NA,NA,NA
"76","NIS_RS00380",3438.08241288193,1.07069701018911,0.330067879879878,3.2438691416407,0.00117917906030996,0.00453583246305636,65,"  TetR/AcrR family transcriptional regulator","  WP_011979616.1"," transl_table 11"," ","NIS_0073","TetR/AcrR family transcriptional regulator","F:GO:0003677","F:DNA binding","","",NA,NA,NA
"77","NIS_RS00385",4099.12202839221,1.53397168913667,0.295571599218722,5.18984805438474,2.10465752694503e-07,2.68988810379233e-06,66,"  TolC family protein","  WP_011979617.1"," transl_table 11"," ","NIS_0074","TolC family protein","F:GO:0015562; P:GO:0055085","F:efflux transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"78","NIS_RS00390",2439.30410285764,1.83848155334835,0.341720937936239,5.38006703496579,7.44581076532478e-08,1.10075754672451e-06,67,"  efflux RND transporter periplasmic adaptor subunit","  WP_011979618.1"," transl_table 11"," ","NIS_0075","efflux RND transporter periplasmic adaptor subunit","C:GO:0016020; F:GO:0022857; P:GO:0055085","C:membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"79","NIS_RS00395",3672.13738747903,1.42110269515111,0.411324766086356,3.45494074833498,0.000550413768856955,0.00234993464677937,68,"  efflux RND transporter permease subunit","  WP_011979619.1"," transl_table 11"," ","NIS_0076","efflux RND transporter permease subunit","C:GO:0016021; F:GO:0022857; P:GO:0055085","C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport","","",NA,NA,NA
"125","NIS_RS00645",1158.36430394527,1.15256028514242,0.356978851926288,3.22865144230004,0.00124375385600794,0.004747353350196,109,"  membrane protein","  WP_011979664.1"," transl_table 11"," ","NIS_0123","rubrerythrin family protein","F:GO:0005384; C:GO:0005623; C:GO:0016021; P:GO:0030026; P:GO:0071421","F:manganese ion transmembrane transporter activity; C:cell; C:integral component of membrane; P:cellular manganese ion homeostasis; P:manganese ion transmembrane transport","","",NA,NA,NA
"127","NIS_RS00655",580.091975806793,1.11862124559166,0.33006364842284,3.389107679494,0.000701204689800962,0.00287595546686482,1527,"  ribosome small subunit-dependent GTPase A","  WP_197524231.1"," transl_table 11","  rsgA","NIS_0125","ribosome small subunit-dependent GTPase A","F:GO:0003924; F:GO:0005525; C:GO:0005737; F:GO:0019843; P:GO:0042274; F:GO:0046872","F:GTPase activity; F:GTP binding; C:cytoplasm; F:rRNA binding; P:ribosomal small subunit biogenesis; F:metal ion binding","EC:3.6.1.15","Nucleoside-triphosphate phosphatase",NA,NA,NA
"131","NIS_RS00700",476.515687393349,1.15891762644059,0.314955154166484,3.67962743619048,0.000233574945223665,0.00114532664972297,113,"  YjbQ family protein","  WP_011979670.1"," transl_table 11"," ","NIS_0129","YjbQ family protein","","","","",NA,NA,NA
"136","NIS_RS00725",4091.82104352447,1.82765728548765,0.396490705011921,4.60958419046091,4.03475121094783e-06,3.55237428839451e-05,117,"  DUF302 domain-containing protein","  WP_011979675.1"," transl_table 11"," ","NIS_0134","DUF302 domain-containing protein","","","","",NA,NA,NA
"142","NIS_RS00765",4748.94476412583,1.5670689554473,0.314706326028259,4.97946442711984,6.37604706296492e-07,6.9021580501276e-06,125,"  cytochrome-c peroxidase","  WP_197524238.1"," transl_table 11"," ","NIS_0141","cytochrome-c peroxidase","F:GO:0004130; F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872; P:GO:0098869","F:cytochrome-c peroxidase activity; F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding; P:cellular oxidant detoxification","EC:1.11.1.5; EC:1.11.1.7","Cytochrome-c peroxidase; Peroxidase",NA,NA,NA
"143","NIS_RS00770",1244.00611179538,1.33951179226133,0.295916450736865,4.52665537494043,5.99245444014172e-06,4.8679664742192e-05,126,"  aldo/keto reductase","  WP_011979683.1"," transl_table 11"," ","NIS_0142","aldo/keto reductase","F:GO:0016491; P:GO:0055114","F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"145","NIS_RS00780",3142.86878128665,2.30280258238538,0.361415156182687,6.37162704162127,1.87033268594328e-10,5.88115722357719e-09,1530,"  cytochrome c oxidase accessory protein CcoG","  WP_011979685.1"," transl_table 11","  ccoG","NIS_0144","cytochrome c oxidase accessory protein CcoG","C:GO:0016021; P:GO:0055114","C:integral component of membrane; P:oxidation-reduction process","","",NA,NA,NA
"146","NIS_RS00785",662.052242177331,2.30899206310069,0.322075875316102,7.16909349647664,7.54959862639655e-13,5.82497702700695e-11,128,"  NifB/NifX family molybdenum-iron cluster-binding protein","  WP_011979686.1"," transl_table 11"," ","NIS_0145","Predicted Fe-Mo cluster-binding protein, NifX family","","","","",NA,NA,NA
"147","NIS_RS00790",293.62949479539,2.01239840395123,0.411512441858366,4.89024923490371,1.0070838146707e-06,1.02309386505777e-05,129,"  hypothetical protein","  WP_148164053.1"," transl_table 11"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","NIS_RS00795",2033.20386451423,2.45493710590019,0.360939807276167,6.80151387131937,1.0352542882974e-11,5.12709686279288e-10,130,"  FAD-dependent oxidoreductase","  WP_011979687.1"," transl_table 11"," ","NIS_0146","sulfide:quinone reductase","F:GO:0016491; P:GO:0055114","F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"149","NIS_RS00800",455.893848826448,2.46257531086966,0.400032204052419,6.15594266142376,7.46322240273003e-10,1.92008358179327e-08,131,"  DUF4492 domain-containing protein","  WP_011979688.1"," transl_table 11"," ","NIS_0147","DUF4492 domain-containing protein","C:GO:0016021","C:integral component of membrane","","",NA,NA,NA
"150","NIS_RS00805",2037.17575724293,1.78509488845985,0.317119908361441,5.62908490256394,1.81168210038175e-08,3.23328129806869e-07,132,"  cytochrome ubiquinol oxidase subunit I","  WP_011979689.1"," transl_table 11"," ","NIS_0148","cytochrome ubiquinol oxidase subunit I","C:GO:0005886; F:GO:0009055; C:GO:0016021; P:GO:0019646; F:GO:0046872; C:GO:0070069","C:plasma membrane; F:electron transfer activity; C:integral component of membrane; P:aerobic electron transport chain; F:metal ion binding; C:cytochrome complex","","",NA,NA,NA
"151","NIS_RS00810",1013.92459702744,1.289615735051,0.362395252170256,3.55858893660431,0.000372852540655288,0.00169797904146696,133,"  cytochrome d ubiquinol oxidase subunit II","  WP_011979690.1"," transl_table 11"," ","NIS_0149","cytochrome C oxidase assembly protein","C:GO:0016021; P:GO:0055114","C:integral component of membrane; P:oxidation-reduction process","","",NA,NA,NA
"158","NIS_RS00850",1255.27039285824,1.43439161356623,0.279593315705759,5.1302786332552,2.89313609926054e-07,3.45259193532237e-06,1531,"  single-stranded-DNA-specific exonuclease RecJ","  WP_012081535.1"," transl_table 11","  recJ","NIS_0157","single-stranded-DNA-specific exonuclease RecJ","F:GO:0003676; P:GO:0006281; P:GO:0006310; F:GO:0008409; P:GO:0090305","F:nucleic acid binding; P:DNA repair; P:DNA recombination; F:5'-3' exonuclease activity; P:nucleic acid phosphodiester bond hydrolysis","","",NA,NA,NA
"159","NIS_RS00855",10984.2000477881,1.84375824506124,0.338518104122004,5.44655728190165,5.13540700590373e-08,7.9478447489807e-07,141,"  NAD(P)/FAD-dependent oxidoreductase","  WP_012081536.1"," transl_table 11"," ","NIS_0158","NAD(P)/FAD-dependent oxidoreductase","F:GO:0016491; P:GO:0055114","F:oxidoreductase activity; P:oxidation-reduction process","","",NA,NA,NA
"164","NIS_RS00885",12318.1394735733,1.46388364631854,0.351442958679677,4.16535204409314,3.10872481294502e-05,0.000202578416264608,145,"  trigger factor","  WP_012081542.1"," transl_table 11"," ","NIS_0164","trigger factor","P:GO:0000413; F:GO:0003755; C:GO:0005737; P:GO:0006457; P:GO:0007049; P:GO:0015031; P:GO:0051301","P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; C:cytoplasm; P:protein folding; P:cell cycle; P:protein transport; P:cell division","EC:5.2.1.8","Peptidylprolyl isomerase",NA,NA,NA
"165","NIS_RS00890",3522.44565938863,1.67482136006616,0.295583563597552,5.66615186474473,1.46040101169067e-08,2.70378916276563e-07,1533,"  ATP-dependent Clp endopeptidase proteolytic subunit ClpP","  WP_012081543.1"," transl_table 11","  clpP","NIS_0165","ATP-dependent Clp endopeptidase, proteolytic subunit ClpP","F:GO:0004252; C:GO:0005737; P:GO:0006508","F:serine-type endopeptidase activity; C:cytoplasm; P:proteolysis","EC:3.4.21","Acting on peptide bonds (peptidases)",NA,NA,NA
"166","NIS_RS00895",3243.97302782805,2.31064986536896,0.315993480977914,7.31233397036585,2.6254158097869e-13,2.60047435959392e-11,146,"  peptide deformylase","  WP_012081544.1"," transl_table 11"," ","NIS_0166","peptide deformylase","P:GO:0006412; F:GO:0042586; F:GO:0046872","P:translation; F:peptide deformylase activity; F:metal ion binding","EC:3.5.1.88","Peptide deformylase",NA,NA,NA
"167","NIS_RS00900",2252.97453155739,2.62688276273874,0.351027844573768,7.4834028221562,7.24224601673554e-14,8.43934668185477e-12,147," note frameshifted"," product YifB family Mg chelatase-like AAA ATPase"," pseudo true"," transl_table 11","NIS_0167",NA,NA,NA,NA,NA,NA,NA,NA
"170","NIS_RS00915",3325.18743062921,1.10206672835601,0.270475091890675,4.07455903111945,4.61016185885223e-05,0.000284508742753466,150,"  bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase","  WP_012081547.1"," transl_table 11"," ","NIS_0170","bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase","F:GO:0005524; F:GO:0016301; P:GO:0016310; P:GO:0046496; F:GO:0046872; F:GO:0052855; F:GO:0052856","F:ATP binding; F:kinase activity; P:phosphorylation; P:nicotinamide nucleotide metabolic process; F:metal ion binding; F:ADP-dependent NAD(P)H-hydrate dehydratase activity; F:NADHX epimerase activity","EC:4.2.1.136","ADP-dependent NAD(P)H-hydrate dehydratase",NA,NA,NA
"171","NIS_RS00920",956.298396596634,1.06243176490586,0.300244701224485,3.53855292224296,0.000402326624657422,0.00180727674250874,1534,"  phosphoribosylglycinamide formyltransferase","  WP_012081548.1"," transl_table 11","  purN","NIS_0171","phosphoribosylglycinamide formyltransferase","F:GO:0004644; P:GO:0006189","F:phosphoribosylglycinamide formyltransferase activity; P:'de novo' IMP biosynthetic process","EC:2.1.2.2","Phosphoribosylglycinamide formyltransferase",NA,NA,NA
"223","NIS_RS01225",7565.80894972024,1.14506674729378,0.363691461057497,3.14845650751409,0.00164135145938707,0.0060656786760084,199,"  50S ribosomal protein L3","  WP_012081600.1"," transl_table 11"," ","NIS_0223","50S ribosomal protein L3","F:GO:0003735; C:GO:0005840; P:GO:0006412","F:structural constituent of ribosome; C:ribosome; P:translation","","",NA,NA,NA
"224","NIS_RS01230",8803.2229015258,2.36986985242925,0.343055386841012,6.90812604417013,4.91097560787708e-12,2.77961219405843e-10,1541,"  50S ribosomal protein L4","  WP_012081601.1"," transl_table 11","  rplD","NIS_0224","50S ribosomal protein L4","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"225","NIS_RS01235",2837.0441257316,2.6976215768726,0.324020107667178,8.32547583634378,8.39906674998002e-17,3.49829185200122e-14,200,"  50S ribosomal protein L23","  WP_012081602.1"," transl_table 11"," ","NIS_0225","50S ribosomal protein L23","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"226","NIS_RS01240",10058.3564418859,2.91918545192875,0.339134534300885,8.60775048446941,7.4508215058473e-18,4.92002580102783e-15,1542,"  50S ribosomal protein L2","  WP_012081603.1"," transl_table 11","  rplB","NIS_0226","50S ribosomal protein L2","F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0016740; F:GO:0019843","F:structural constituent of ribosome; P:translation; C:large ribosomal subunit; F:transferase activity; F:rRNA binding","","",NA,NA,NA
"227","NIS_RS01245",3244.44731613578,3.03344501383109,0.376096212295721,8.0656090507126,7.28716556787759e-16,2.06226785570936e-13,1543,"  30S ribosomal protein S19","  WP_012081604.1"," transl_table 11","  rpsS","NIS_0227","30S ribosomal protein S19","F:GO:0003735; P:GO:0006412; C:GO:0015935; F:GO:0019843","F:structural constituent of ribosome; P:translation; C:small ribosomal subunit; F:rRNA binding","","",NA,NA,NA
"228","NIS_RS01250",3249.65985292927,2.58874094922336,0.393985627918371,6.57064818049586,5.00967009900734e-11,1.83108003936985e-09,1544,"  50S ribosomal protein L22","  WP_012081605.1"," transl_table 11","  rplV","NIS_0228","50S ribosomal protein L22","F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0019843","F:structural constituent of ribosome; P:translation; C:large ribosomal subunit; F:rRNA binding","","",NA,NA,NA
"229","NIS_RS01255",7628.12099606387,2.44966541318142,0.425938989201201,5.75121196999477,8.86059364578194e-09,1.80957072291691e-07,1545,"  30S ribosomal protein S3","  WP_012081606.1"," transl_table 11","  rpsC","NIS_0229","30S ribosomal protein S3","F:GO:0003729; F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:mRNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"230","NIS_RS01260",7782.37862325074,2.58503469608791,0.415315296919305,6.22427036823104,4.83802162065179e-10,1.38155133202873e-08,1546,"  50S ribosomal protein L16","  WP_012081607.1"," transl_table 11","  rplP","NIS_0230","50S ribosomal protein L16","F:GO:0000049; F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:tRNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"231","NIS_RS01265",2594.33334094859,2.31901042544829,0.425359208266305,5.45188720587525,4.98380650188583e-08,7.87054630134564e-07,1547,"  50S ribosomal protein L29","  WP_012081608.1"," transl_table 11","  rpmC","NIS_0231","50S ribosomal protein L29","F:GO:0003735; C:GO:0005840; P:GO:0006412","F:structural constituent of ribosome; C:ribosome; P:translation","","",NA,NA,NA
"232","NIS_RS01270",3457.43691135439,2.12271540311937,0.437276063315149,4.85440567458985,1.20748326503287e-06,1.18417046932184e-05,1548,"  30S ribosomal protein S17","  WP_012081609.1"," transl_table 11","  rpsQ","NIS_0232","30S ribosomal protein S17","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"233","NIS_RS01275",5221.3285104149,2.08313771572655,0.446683876658824,4.66356146836623,3.1078329713735e-06,2.79846232558677e-05,1549,"  50S ribosomal protein L14","  WP_012081610.1"," transl_table 11","  rplN","NIS_0233","50S ribosomal protein L14","F:GO:0003735; P:GO:0006412; C:GO:0015934; F:GO:0019843","F:structural constituent of ribosome; P:translation; C:large ribosomal subunit; F:rRNA binding","","",NA,NA,NA
"234","NIS_RS01280",2753.08874642736,1.83571917098548,0.438899429528604,4.18255082481452,2.88256549361437e-05,0.000190982014811039,201,"  50S ribosomal protein L24","  WP_012081611.1"," transl_table 11"," ","NIS_0234","50S ribosomal protein L24","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"235","NIS_RS01285",6600.79320229501,1.87750338232285,0.440137639760447,4.26571874958187,1.99259669496001e-05,0.000138502949218098,1550,"  50S ribosomal protein L5","  WP_012081612.1"," transl_table 11","  rplE","NIS_0235","50S ribosomal protein L5","F:GO:0000049; F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:tRNA binding; F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
"236","NIS_RS01290",2767.30100098786,2.21298379861459,0.447243154557686,4.94805515984518,7.49586691126992e-07,7.98350126409985e-06,202,"  type Z 30S ribosomal protein S14","  WP_012081613.1"," transl_table 11"," ","NIS_0236","type Z 30S ribosomal protein S14","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0008270; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:zinc ion binding; F:rRNA binding","","",NA,NA,NA
"237","NIS_RS01295",4099.85123780888,1.83397146493221,0.451455927933344,4.06234883951505,4.85814059216886e-05,0.000296122354248816,1551,"  30S ribosomal protein S8","  WP_012081614.1"," transl_table 11","  rpsH","NIS_0237","30S ribosomal protein S8","F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843","F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding","","",NA,NA,NA
